REQUESTID,DATETIMEINIT,SOURCE,DESCRIPTION,REQCATEGORY,STATUS,REFERREDTO,DATETIMECLOSED,BEAT,PROBADDRESS,City,State,Ward,Postcode
900920,2019-05-02T07:44:28.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Resolved,,2019-10-04T09:10:08.000,26X,832 52ND AVE,Wandsworth,London,Bedford,SW12 8AB
712585,2017-02-21T12:44:32.000,Online Form,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2017-06-13T13:52:53.000,31X,HEGENBERGER RD & EDES AV,Wandsworth,London,Southfields,SW18 5AA
876080,2019-02-11T14:42:17.000,FixMyStreet,Parking - Enforcement,Parking Enforcement,In Progress,,,02Y,817 HENRY ST,Wandsworth,London,Nightingale,SW12 8AD
449673,2013-03-06T11:20:15.000,Online Form,Blocked Drains,Blocked Drains,Resolved,,2013-03-12T10:22:27.000,08X,WAVERLY ST & 24TH ST,Wandsworth,London,West Putney,SW15 1AD
853274,2018-11-13T15:06:21.000,Email,Recycling Hotline - Miscellaneous,Recycling,Resolved,,2018-11-13T15:06:33.000,09X,3923 CERRITO AVE,Wandsworth,London,Bedford,SW12 8AB
414555,2012-06-25T14:02:36.000,Telephone/Email,TE - Parking (On Street),Traffic Management,Resolved,,2012-07-24T10:57:13.000,21Y,3058 BERLIN WY,Wandsworth,London,West Hill,SW18 1AD
836495,2018-08-27T13:44:22.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2018-09-05T19:04:08.000,12X,4225 BROADWAY,Wandsworth,London,Roehampton and Putney Heath,SW15 5AB
561694,2015-01-16T17:00:40.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2015-01-22T12:17:44.000,28X,4352 FLEMING AV,Wandsworth,London,Northcote,SW11 6AC
460861,2013-05-15T16:18:03.000,Telephone/Email,"Tree - Diseased, Dead, Dying, Leaning, or Split",Tree Maintenance,Resolved,,2015-10-29T08:35:17.000,24Y,4268 SUTER ST,Wandsworth,London,Furzedown,SW16 6AC
347091,2010-09-13T13:47:24.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-09-14T16:31:51.000,07X,3264 ETTIE ST,Wandsworth,London,Bedford,SW12 8AB
315516,2009-09-15T09:44:27.000,Telephone/Email,Litter - Litter Enforcement Officer inspection,Fly-Tipping,Resolved,,2009-09-19T09:57:33.000,21Y,3004 BROOKDALE AV,Wandsworth,London,West Hill,SW15 3AA
852766,2018-11-10T09:29:09.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Cancelled by Customer,,,16X,931 HILLCROFT,Wandsworth,London,East Putney,SW15 1AB
555682,2014-12-14T10:03:19.000,Email,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2014-12-16T17:11:27.000,07X,HELEN ST & 32ND ST,Wandsworth,London,Southfields,SW18 5AB
528366,2014-07-10T16:59:46.000,Telephone/Email,Recycling - Events,Recycling,Resolved,,2014-07-10T17:00:03.000,,ZZ,Wandsworth,London,Queenstown,SW8 4AC
744924,2017-07-12T08:21:03.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2017-07-15T06:30:24.000,30X,ARTHUR ST & 78TH AV,Wandsworth,London,Bedford,SW12 9AD
823949,2018-07-02T20:25:28.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,24X,2501 HIGH ST,Wandsworth,London,Roehampton and Putney Heath,SW15 4AA
669563,2016-07-20T12:14:23.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,27Y,5525 BANCROFT AV,Wandsworth,London,Tooting,SW17 7AB
661842,2016-06-18T10:51:55.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2016-07-19T05:36:03.000,17Y,1415 MACARTHUR BLVD,Wandsworth,London,West Putney,SW15 2AF
467026,2013-06-25T08:37:23.000,Online Form,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,,NORTH-WEST AND SOUTH-WEST CORNERS OF SAN LEANDRO ST AND 47TH AVENUE,Wandsworth,London,West Putney,SW15 1AC
762660,2017-09-27T17:48:30.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,13Y,CALDECOTT LANE,Wandsworth,London,Furzedown,SW16 6AA
487219,2013-10-23T11:37:59.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2013-10-24T18:20:34.000,01X,409 4TH ST,Wandsworth,London,Earlsfield,SW18 4AA
587860,2015-06-20T15:20:52.000,FixMyStreet,Engineering - Other/Complex,OTHER,In Progress,,,01X,115 EMBARCADERO,Wandsworth,London,Nightingale,SW12 9AF
730386,2017-05-08T10:38:33.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2017-05-10T16:02:46.000,07X,2857 HANNAH ST,Wandsworth,London,Southfields,SW18 5AA
583881,2015-05-27T14:50:49.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,35X,2225 94TH AVENUE,Wandsworth,London,St Mary's Park,SW11 3AC
575837,2015-04-09T08:58:03.000,Email,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,13Y,272 BEAUFOREST DR,Wandsworth,London,West Putney,SW15 2AF
907489,2019-05-23T16:08:52.000,FixMyStreet,Litter in Parks,Parks Maintenance,Resolved,,2019-06-03T11:30:08.000,03X,PERALTA PARK,Wandsworth,London,East Putney,SW15 1AA
828913,2018-07-24T14:41:56.000,Phone,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,31Z,EDES AV & 105TH AV,Wandsworth,London,Graveney,SW17 0AB
740233,2017-06-21T09:38:12.000,Phone,Tree - Broken/Hanging Limb,Tree Maintenance,Resolved,,2017-06-22T10:02:07.000,35X,9508 MACARTHUR BLVD,Wandsworth,London,Balham,SW12 0AB
346857,2010-09-08T12:12:46.000,Telephone/Email,Sewers - Blockage,Drainage,Resolved,,2011-05-24T11:05:13.000,19X,745 5TH AV,Wandsworth,London,Bedford,SW12 9AD
629966,2016-01-22T15:49:49.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2016-02-02T16:52:04.000,30Y,2518 CHURCH ST,Wandsworth,London,Nightingale,SW12 8AE
424654,2012-09-06T12:39:52.000,Online Form,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2012-09-12T16:31:42.000,24X,3625 LYON AV,Wandsworth,London,Northcote,SW11 6AB
817070,2018-06-01T09:56:48.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2018-06-02T05:57:46.000,29X,65TH AVE & OUTLOOK AVE,Wandsworth,London,East Putney,SW15 2AC
818893,2018-06-10T08:28:37.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-06-14T10:27:05.000,17Y,2201 7TH AV,Wandsworth,London,Graveney,SW17 0AC
742234,2017-06-29T14:16:55.000,Email,Fly-Tipping,Fly-Tipping,Resolved,,2017-07-01T15:29:05.000,10X,65TH ST & SAN PABLO AV,Wandsworth,London,Bedford,SW12 9AE
438806,2012-12-18T15:03:40.000,Telephone/Email,Street Lighting Fault,Street Lighting,Cancelled by Customer,,,,674 56TH ST,Wandsworth,London,Tooting,SW17 8AC
439011,2012-12-20T08:12:35.000,Telephone/Email,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2013-01-02T08:00:50.000,29X,HAVENSCOURT BLVD & FOOTHILL BLVD,Wandsworth,London,Tooting,SW17 8AB
523941,2014-06-16T23:40:29.000,Online Form,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2014-06-20T17:46:24.000,19X,E 15TH ST & 9TH AV,Wandsworth,London,Roehampton and Putney Heath,SW15 4AA
787712,2018-01-17T23:55:38.000,Online Form,Street Lighting Fault,Street Lighting,Resolved,,2018-01-23T07:31:07.000,09X,4082 PIEDMONT AV (PIEDMONT AVE @ 41ST ST) LAUNDROMAT,Wandsworth,London,West Putney,SW15 2AD
588742,2015-06-25T11:06:10.000,Phone,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2015-06-29T15:57:20.000,25Y,6293 ROCKY POINT CT,Wandsworth,London,Nightingale,SW12 8AF
494918,2013-12-16T08:45:22.000,Phone,Storm Drains - Illicit Discharge,Flood Prevention and Drainage,Resolved,,2014-01-09T16:26:59.000,24Y,2615 HUMBOLDT AV,Wandsworth,London,Tooting,SW17 8AA
741054,2017-06-25T14:04:47.000,FixMyStreet,Trash Service Issue,Recycling,Resolved,,2017-06-29T11:44:58.000,29X,7200 MACARTHUR BLVD,Wandsworth,London,East Putney,SW15 1AB
741811,2017-06-28T10:17:31.000,Phone,Traffic - Sign Damage,Traffic Signage Issues,Resolved,,2017-06-28T15:04:49.000,22X,2039 MACARTHUR BLVD,Wandsworth,London,Queenstown,SW8 4AA
828271,2018-07-21T19:33:46.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-07-23T15:53:32.000,07X,2790 CAMPBELL ST,Wandsworth,London,Tooting,SW17 8AA
893839,2019-04-09T11:13:02.000,Phone,Graffiti on Private Property,Graffiti Removal,Resolved,,2019-04-10T15:29:56.000,09X,3900 ROBLEY TER,Wandsworth,London,Northcote,SW11 6AB
773312,2017-11-13T07:08:24.000,FixMyStreet,Parking - Enforcement,Traffic Management,Cancelled by Customer,,,33X,915 87TH AVE,Wandsworth,London,Tooting,SW17 8AB
400451,2012-03-12T17:07:53.000,Telephone/Email,TE - Traffic Control Plan Review,Traffic Management,Resolved,,2012-03-27T16:13:10.000,,MASONIC AV AND HERON DR,Wandsworth,London,Roehampton and Putney Heath,SW15 4AB
371141,2011-05-25T08:28:03.000,Telephone/Email,City Bldg - Plumbing,Council Building Maintenance,Resolved,,2011-08-26T10:48:30.000,27X,FREMONT POOL,Wandsworth,London,Bedford,SW12 8AC
490136,2013-11-13T10:52:28.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2013-11-15T08:53:29.000,27Y,2576 64TH AV,Wandsworth,London,East Putney,SW15 2AA
628202,2016-01-15T09:00:23.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-01-21T17:10:43.000,21Y,ACCESS & 34TH AV,Wandsworth,London,Queenstown,SW8 3AB
438522,2012-12-17T10:57:28.000,Telephone/Email,City Bldg - Electrical Inside/Outside,Council Building Maintenance,Resolved,,2012-12-17T15:46:30.000,04X,LIONEL J WILSON BUILDING,Wandsworth,London,Balham,SW12 9AB
688495,2016-10-14T14:51:00.000,Phone,Board Up,Blocked Drains,Resolved,,2016-10-17T09:09:04.000,13Y,2355 TUNNEL RD,Wandsworth,London,West Hill,SW15 3AC
672630,2016-08-02T18:45:08.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,16Y,3450-3498 ARDLEY AVENUE,Wandsworth,London,Nightingale,SW12 8AD
801054,2018-03-14T09:19:35.000,Phone,Graffiti in a Park,Council Building Maintenance,Resolved,,2018-05-11T06:07:34.000,15X,ATHOL PLAZA,Wandsworth,London,Queenstown,SW8 4AA
523937,2014-06-16T22:10:18.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,09X,4100 BROADWAY,Wandsworth,London,Wandsworth Common,SW17 7AD
651218,2016-04-29T19:40:15.000,FixMyStreet,Graffiti on Street Litter Container,Graffiti Removal,Resolved,,2016-05-10T10:59:55.000,24Y,3039 35TH AV,Wandsworth,London,East Putney,SW15 1AB
411872,2012-06-06T15:08:08.000,Online Form,City Bldg - Key / Lock Management,Council Building Maintenance,Resolved,,2012-06-26T11:48:41.000,03X,OAKLAND MUSEUM,Wandsworth,London,Southfields,SW18 5AC
555783,2014-12-15T11:54:22.000,Phone,Sewers - Bad Odor,Drainage,Resolved,,2015-01-05T09:45:51.000,06X,687 28TH ST,Wandsworth,London,West Putney,SW15 2AD
618044,2015-11-18T16:23:34.000,Phone,Hazardous Materials,Fire Safety Reports,Resolved,,2015-12-10T15:58:29.000,31Z,EDES AV & 105TH AV,Wandsworth,London,Tooting,SW17 7AB
372740,2011-06-13T09:10:08.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2011-06-13T16:26:11.000,11X,765 65TH ST,Wandsworth,London,Queenstown,SW8 4AC
832244,2018-08-07T14:39:29.000,Phone,Rough Sleeping Report,Environmental Hygiene,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,,2031 CHESTNUT ST,Wandsworth,London,East Putney,SW15 2AB
380782,2011-08-31T08:59:30.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2011-09-13T14:56:04.000,17X,1902 8TH AV,Wandsworth,London,Southfields,SW18 5AC
548908,2014-11-03T15:46:11.000,Telephone Voicemail,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2014-11-05T16:49:19.000,30X,70TH AV & WELD ST,Wandsworth,London,West Putney,SW15 2AF
790173,2018-01-29T05:48:51.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2018-01-31T15:21:56.000,03X,390 8TH ST,Wandsworth,London,Balham,SW12 9AA
894267,2019-04-10T13:57:49.000,Phone,Street Cleaning - Schedule,Environmental Services,Resolved,,2019-10-31T14:24:41.000,26X,6013 LAWTON AV,Wandsworth,London,West Hill,SW15 3AB
464909,2013-06-11T11:07:15.000,Telephone/Email,TE - Traffic Control Plan Review,Traffic Management,Resolved,,2013-06-11T15:56:37.000,08X,2923 WEBSTER ST,Wandsworth,London,West Putney,SW15 2AF
582648,2015-05-19T17:00:17.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Resolved,,2015-05-22T16:23:15.000,18X,1722 22ND AV,Wandsworth,London,Tooting,SW17 8AC
509977,2014-03-27T14:22:32.000,Email,Street Light - LED Installation Issue,Street Lighting,Resolved,,2014-04-04T10:14:52.000,13Z,3115 HOLYROOD DR,Wandsworth,London,St Mary's Park,SW11 4AA
379923,2011-08-23T16:03:20.000,Telephone/Email,Tree - Pruning,Tree Maintenance,Resolved,,2015-07-24T10:53:31.000,04X,FIRE STATION 1,Wandsworth,London,Roehampton and Putney Heath,SW15 4AC
573790,2015-03-27T16:50:17.000,FixMyStreet,Street Issue (report from SeeClickFix),Street and Pavement Maintenance,Cancelled by Customer,,,13Y,6701-6849 CHARING CROSS ROAD,Wandsworth,London,Roehampton and Putney Heath,SW15 4AA
721095,2017-03-27T09:30:31.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2017-03-29T16:38:53.000,06X,26TH ST & SAN PABLO AV,Wandsworth,London,East Putney,SW15 1AA
672571,2016-08-02T14:36:01.000,Phone,Recycling Hotline - Miscellaneous,Recycling,Resolved,,2016-08-02T14:36:05.000,,ZZ,Wandsworth,London,Bedford,SW12 8AC
21244,2009-07-31T09:27:35.000,Telephone/Email,Residential Recycling - Missed Pickup,Recycling,Resolved,,2009-08-24T11:35:49.000,13X,5844 BROADWAY,Wandsworth,London,Fairfield,SW18 2AB
828932,2018-07-24T15:12:38.000,FixMyStreet,City Bldg - Electrical Inside/Outside,Council Building Maintenance,Resolved,,2019-05-29T06:04:20.000,30Y,EASTMONT POLICE SUBSTATION,Wandsworth,London,Northcote,SW11 5AB
543965,2014-10-02T18:33:24.000,Online Form,Park - Landscape Maintenance,Parks Maintenance,Cancelled by Customer,,,,BROOKFIELD PARK (AKA IRA JINKINS),Wandsworth,London,Bedford,SW12 9AD
